developer,release_year,item_count,porcentaje_free
"colin sanders,jason rt bond",2015,1,0.0
colin stoddart,2017,1,0.0
"colin wren,sean scaplehorn,wayne jackson,jason mallett",2017,1,0.0
collector_collector,2017,1,0.0
"collin, kaleb, &amp; jeya",2016,1,0.0
colloseusx,2016,4,25.0
colloseusx,2017,10,0.0
"colloseusx,cpmilan",2016,1,0.0
colludium ltd,2015,2,50.0
colonthree enterprises,2014,1,0.0
color brush studio,2016,1,0.0
colorful games,2017,1,0.0
colorspace studio,2017,2,0.0
colossal games,2014,2,0.0
colossal order ltd.,2011,7,0.0
colossal order ltd.,2012,6,0.0
colossal order ltd.,2013,9,0.0
colossal order ltd.,2014,6,0.0
colossal order ltd.,2015,2,0.0
colossal order ltd.,2016,3,33.33
colossal order ltd.,2017,6,33.33
colossal wreck,2016,1,0.0
colossal wreck,2017,2,0.0
colossal wreck,2018,1,100.0
coltgames,2017,1,0.0
combo breaker,2017,1,0.0
"comcept,inti creates",2016,3,0.0
comipo! llp,2014,6,0.0
comipo! llp,2015,1,0.0
comipo! llp,2016,2,0.0
comixplay,2016,2,50.0
comongames,2016,2,50.0
completely fair games llc,2017,1,0.0
compot,2017,1,0.0
compulsion games,2013,1,0.0
compulsion games,2016,1,0.0
computerhouse,1999,1,0.0
comrades inc.,2016,1,0.0
con artist games,2017,1,100.0
conatus creative inc.,2017,1,0.0
"concave studio,colorful media,emagica",2014,1,0.0
concernedape,2016,2,0.0
concrete games,2016,1,0.0
concrete games,2017,2,0.0
condition one,2014,1,100.0
conflux games,2015,2,0.0
confused genius,2015,2,50.0
confused pelican,2014,1,0.0
confused pelican,2017,1,0.0
connor o.r.t. linning,2017,2,50.0
connor ullmann,2015,1,0.0
"conor strejcek,daniel davies",2015,1,0.0
conrad nelson,2014,1,0.0
consala games,2017,1,100.0
considerable content,2016,1,0.0
contec games,2017,1,0.0
contours,2016,1,0.0
convex,2016,1,0.0
convoy games,2015,1,0.0
"convoy games,antinomia",2016,1,0.0
cookiebyte entertainment,2018,1,100.0
cool breeze games,2017,1,0.0
cool frogs studio,2016,1,0.0
cool hand games,2017,1,0.0
cool mini or not,2016,5,0.0
coolgamez,2017,1,0.0
coolegion,2016,1,0.0
coolegion studios,2016,1,0.0
coolhand interactive,1998,1,0.0
cooply solutions,2015,1,0.0
cooply solutions,2016,1,0.0
copenhagen game collective,2011,1,0.0
copperpick studio,2018,1,0.0
copybugpaste,2014,1,0.0
corbie games,2015,1,0.0
corbie games,2016,1,0.0
corbie games,2017,1,0.0
core design,2012,6,0.0
coredumping,2015,1,0.0
coreplay,2010,1,0.0
coreplay gmbh,2012,6,0.0
coreplay gmbh,2013,1,0.0
"coreplay gmbh,bigmoon studios",2012,1,0.0
corey hardman,2016,1,0.0
corey wurts,2017,1,0.0
corn entertainment,2017,1,0.0
cornbread juice games,2015,1,0.0
cornered rat software,2001,3,66.67
cornfox &amp; bros.,2015,1,0.0
cornutopia software,2017,1,0.0
coronado games,2016,1,0.0
corpix games,2017,1,0.0
corradi games,2017,2,0.0
correcture games ab,2017,1,0.0
corroding games,2017,1,0.0
corrosive studios llc,2015,4,0.0
corrosive studios llc,2016,6,0.0
corrosive studios llc,2017,8,0.0
corwin peters,2017,1,0.0
"corypheesoft,digitalez",2014,1,0.0
"corypheesoft,digitalez",2015,2,50.0
cosmi,2015,1,0.0
cosmic cow llc,2014,1,100.0
"cosmic engineers,alan hazelden,benjamin davis,tyu",2017,1,0.0
cosmic logic,2015,2,50.0
cosmic ray studio,2017,1,0.0
cosmigo software development,2017,1,0.0
cosmo d,2015,1,100.0
cosmo d,2017,2,0.0
"cosmo d,archie pelago",2015,1,0.0
"cosmo machia,alfa system",2017,3,0.0
cosy goat,2017,1,0.0
cottongame,2016,1,0.0
coty getzelman,2015,1,0.0
coty getzelman,2017,1,100.0
countercurrent games,2015,1,100.0
counterplay games inc.,2016,1,100.0
coven games,2017,1,0.0
cowardly creations,2014,1,100.0
cowardly creations,2015,2,0.0
cowboy color,2015,1,0.0
cowboy color,2016,2,0.0
crabway,2016,1,0.0
crabby team,2017,3,0.0
crabellum games,2017,1,0.0
crackerjack games,2016,1,0.0
crackpot entertainment,2008,1,0.0
crackshell,2013,1,0.0
cradle games,2017,1,100.0
craftsmangames,2017,1,0.0
craftven,2017,1,0.0
crafty studios,2013,1,0.0
crafty studios,2014,3,33.33
crafty studios,2015,1,100.0
crafty studios,2016,1,0.0
crafty studios,2017,2,0.0
craig barnes,2017,2,0.0
craig daversa,2017,1,0.0
craig gibbs,2015,1,0.0
cranberry production,2011,2,0.0
cranberry production,2014,1,0.0
craneballs,2017,2,0.0
crank goblin,2015,1,0.0
crankage games,2017,1,0.0
crankies smartworks,2017,7,14.29
crankshaft games,2012,2,0.0
cranktrain,2015,2,0.0
crash wave games inc.,2017,1,0.0
crashable studios,2015,3,33.33
crasleen games,2017,1,0.0
crate entertainment,2016,3,0.0
crate entertainment,2017,1,0.0
crayder studios,2017,2,0.0
crayon ponyfish,2017,1,0.0
"crayon ponyfish, llc",2017,1,0.0
craze creative studios,2015,2,50.0
crazy goat games,2014,1,0.0
crazy monkey studios,2015,1,0.0
crazy moo games,2014,2,0.0
crazy viking studios,2013,1,0.0
crazyant,2017,1,0.0
crazysoft limited,2015,1,0.0
crazysoft limited,2016,5,0.0
crazysoft ltd,2016,1,0.0
crespirit,2016,2,0.0
"crespirit,gemayue",2016,2,50.0
"crespirit,gemayue",2017,1,0.0
creability,2014,1,100.0
creability,2017,3,33.33
creaky lantern games,2013,1,100.0
creaky lantern games,2017,1,0.0
creat studio,2003,1,0.0
creat studios inc,2011,1,0.0
create something interesting,2017,1,0.0
createlab,2016,1,0.0
creatio 49,2015,1,0.0
creativ game developer llc,2017,1,0.0
creative assembly,2000,1,0.0
creative assembly,2002,1,0.0
creative assembly,2013,5,0.0
creative assembly,2014,7,0.0
creative assembly,2015,7,0.0
creative assembly,2016,5,20.0
creative assembly,2017,2,50.0
"creative assembly, pc port - hardlight",2012,1,0.0
"creative assembly,feral interactive (linux),feral interactive (mac)",2016,6,66.67
"creative assembly,feral interactive (mac),feral interactive (linux)",2014,6,16.67
"creative assembly,feral interactive (mac),feral interactive (linux)",2015,4,0.0
creative bytes studios,2017,1,0.0
creative concepts,2017,1,0.0
creative freaks inc.,2016,2,0.0
creative pudding hungary llc.,2017,1,0.0
creative rail,2015,1,0.0
creative storm entertainment,2016,1,0.0
creative storm entertainment,2017,1,0.0
creativeforge games,2014,1,0.0
creativeforge games,2015,2,0.0
creativeforge games,2016,1,0.0
creativeforge games,2017,1,100.0
crecatsoft,2016,1,100.0
credici,2017,1,0.0
creepy cute,2015,1,0.0
crema,2017,3,0.0
crematorium of time,2016,1,100.0
crenetic gmbh studios,2014,1,0.0
crenetic gmbh studios,2016,1,0.0
crenetic gmbh studios,2017,2,0.0
creobit,2015,5,0.0
creobit,2016,14,7.14
creobit,2017,4,50.0
creoteam,2008,1,0.0
creoteam,2015,2,50.0
crepe studios,2017,1,0.0
crescent moon games,2013,1,0.0
"crescent moon games,cinopt studios",2015,1,0.0
"crescent moon games,we're five games,blowfish studios",2017,1,0.0
crian soft,2015,2,0.0
crian soft,2016,1,0.0
crian soft s.a.,2017,3,0.0
crimson night,2015,1,0.0
crimson owl studios,2015,1,0.0
crimsonrabbit,2016,1,0.0
criogames,2016,2,0.0
crioland,2009,1,0.0
crisp app studio,2017,3,0.0
crispon games,2015,1,0.0
crispy software development,2013,1,0.0
criss cross games,2016,1,0.0
cristalis studio,2017,1,100.0
cristi militaru,2017,1,100.0
criterion games,2009,1,0.0
criterion games,2010,1,0.0
"criterion games,throwback entertainment inc.",1999,1,0.0
critical bit,2015,1,0.0
critical games,2015,3,33.33
critical games,2016,1,0.0
critical games,2018,1,100.0
critical studio,2013,1,100.0
crocodile entertainment,2013,1,0.0
crohack,2016,1,0.0
cross eaglet,2014,1,0.0
croteam,2001,1,0.0
croteam,2002,1,0.0
croteam,2005,1,0.0
croteam,2009,1,0.0
croteam,2010,2,50.0
croteam,2012,2,0.0
croteam,2014,5,20.0
croteam,2015,2,0.0
"croteam,alligator pit",2014,1,0.0
crouching fox,2016,1,0.0
"crow's key studios, llc",2017,1,0.0
crow's perch,2017,2,0.0
crowbar collective,2015,1,0.0
crowbox,2016,1,0.0
crowdwork studios,2017,1,0.0
crowned daemon studios,2016,2,0.0
crows crows crows,2015,1,100.0
cruderocks,2016,1,100.0
crunching koalas,2014,1,0.0
crunchy games,2016,1,100.0
crusty squirrel,2016,1,0.0
crynosaurs,2017,1,0.0
cryo interactive,1995,1,0.0
cryo interactive,1999,1,0.0
cryo interactive,2001,1,0.0
cryo interactive,2003,1,0.0
"cryo interactive,jordan freeman group",1994,1,0.0
"cryo interactive,jordan freeman group",1996,1,0.0
"cryo interactive,koalabs",2000,1,0.0
cryobolt interactive,2017,1,100.0
cryptic sea,2004,1,0.0
cryptic sea,2017,1,0.0
cryptic studios,2009,1,100.0
cryptic studios,2010,1,100.0
cryptic studios,2013,1,100.0
crystal box team,2016,2,0.0
crystal box team,2017,6,0.0
crystal dynamics,1996,1,0.0
crystal dynamics,2001,1,0.0
crystal dynamics,2003,1,0.0
crystal dynamics,2005,1,0.0
crystal dynamics,2006,1,0.0
crystal dynamics,2008,1,0.0
crystal dynamics,2010,1,0.0
crystal dynamics,2011,1,0.0
crystal dynamics,2012,1,0.0
crystal dynamics,2014,1,0.0
crystal dynamics,2015,5,0.0
crystal dynamics,2016,3,0.0
crystal dynamics inc.,2011,3,0.0
"crystal dynamics,feral interactive (mac)",2007,1,0.0
"crystal dynamics,feral interactive (mac),feral interactive (linux)",2013,27,0.0
crystal empire games,2009,1,0.0
crystal shard,2014,1,0.0
crystal shard,2016,1,0.0
crystal shard,2017,4,25.0
crystalline green ltd.,2017,1,0.0
crystalmesh studios,2017,1,0.0
crystice softworks,2015,1,100.0
crystice softworks,2016,1,0.0
crytek,2007,1,0.0
crytek,2008,1,0.0
crytek,2014,8,87.5
crytek,2015,1,100.0
crytek,2017,15,13.33
crytek studios,2004,1,0.0
crytek studios,2011,1,0.0
crytivo,2017,1,100.0
cubamano,2017,2,0.0
cube factory,2017,1,0.0
cube roots,2013,1,0.0
cubeinsquare,2016,1,0.0
cubic pie,2014,1,0.0
cubic timeline productions inc.,2017,1,0.0
cubical drift,2016,2,50.0
cublo,2017,1,0.0
cuddly zombie games,2015,1,0.0
cuirass entertainment ltd.,2017,1,100.0
cult software,2017,3,0.0
"culture attack studio,tyler doak",2013,1,0.0
culture shock games llc,2017,1,0.0
cunning force games,2016,1,0.0
curious dimensions ltd,2017,1,0.0
curious panda games,2013,1,0.0
curious panda games,2014,1,0.0
curious planet,2016,1,0.0
curriculaworks,2017,1,0.0
curse box studios,2015,1,0.0
curse box studios,2017,1,0.0
curvature systems,2017,1,0.0
"curve digital,futurlab",2013,1,0.0
curve studios,2011,1,0.0
curve studios,2012,2,0.0
curve studios,2013,1,0.0
"curélabel,parabole",2017,1,0.0
cuve games,2014,2,0.0
cuveet story,2015,1,0.0
cuveet story,2017,1,0.0
cyan,2014,1,0.0
cyan inc.,2017,1,100.0
cyan worlds,1993,1,0.0
cyan worlds,1997,1,0.0
cyan worlds,2004,1,0.0
cyan worlds,2011,1,0.0
cyan worlds,2012,1,0.0
cyanide,2012,2,0.0
cyanide,2013,1,0.0
cyanide,2014,3,33.33
cyanide montreal,2013,3,0.0
cyanide studio,2013,1,100.0
cyanide studio,2014,2,0.0
cyanide studio,2015,1,0.0
cyanide studio,2016,1,0.0
cyanide studio,2017,1,0.0
cyanide studio - spiders studios,2012,1,0.0
cyanide studios,2007,1,0.0
cyanide studios,2010,1,0.0
cyanide studios,2011,1,0.0
cyanide studios,2012,5,0.0
cyanide studios,2015,3,0.0
cyanide studios,2016,3,0.0
cyanide tea,2016,1,0.0
"cyanide,umix studios",2016,2,0.0
cyber prophet,2018,1,100.0
cyber rhino studios,2015,1,0.0
cyberconnect2,2017,1,0.0
cyberconnect2 co. ltd.,2013,1,0.0
cyberconnect2 co. ltd.,2016,5,0.0
cyberconnect2 co. ltd.,2017,3,0.0
"cyberconnect2 co., ltd.",2014,9,0.0
cyberlight,2017,1,0.0
cyberlink,2016,8,0.0
cyberlink,2017,11,0.0
cybervaca entertainment,2017,1,0.0
cyberdreams,1996,1,0.0
cybergrotex,2017,1,100.0
cyberlore,2001,1,0.0
"cyberlore studios, inc.,accolade",1998,1,0.0
cybernate,2015,1,0.0
cybernetik design,2016,2,0.0
cyberphobx,2015,1,0.0
cyberphobx ltd.,2016,1,0.0
cybertime system,2015,1,100.0
cybertime system,2016,9,0.0
cyclone studios,1997,1,0.0
cyclone studios,1998,1,0.0
cydoniagate,2016,1,0.0
"cygames, inc.",2016,1,100.0
cygnus studios,1994,1,0.0
cylight studios,2015,2,50.0
cylinder studios,2017,1,0.0
cylne,2015,1,0.0
cypics,2017,1,0.0
"cypress inheritance, llc",2014,1,0.0
cyril megem,2016,1,0.0
czester16,2016,1,0.0
d&amp;k games studio,2016,2,0.0
d'avekki studios ltd,2017,1,0.0
d-games,2015,1,0.0
d-pad studio,2013,1,0.0
d-pad studio,2016,2,0.0
d-pad studio,2017,1,0.0
d. scott nettleton,2017,2,0.0
d. w. o'boyle,2017,1,0.0
d.c.s,2016,1,100.0
d.e.x. team,2016,1,0.0
d.w.s.,2017,1,0.0
d247 games,2017,1,0.0
d3 publisher,2016,1,0.0
"d3publisher of america, inc.",2011,4,0.0
d3t limited,2010,1,0.0
"d4o ag,dialsoft,xaradon studios",1999,1,100.0
dab entertainment,2017,1,0.0
dcf studios,2017,1,100.0
ddd wares,2015,1,0.0
ddd wares,2016,2,0.0
ddd wares,2017,1,0.0
ddfg,2017,1,0.0
deadbit,2016,1,0.0
deadfactory,2015,1,0.0
devgru-p,2016,1,0.0
devgru-p,2017,2,0.0
dfour games,2015,1,0.0
dghz,2017,1,0.0
dgames,2017,2,0.0
dgform,2011,1,0.0
dhtstudios llc,2017,1,0.0
diamond fox,2016,1,0.0
dice,2009,1,0.0
dice,2010,3,0.0
digidiced,2016,2,0.0
digidiced,2017,4,0.0
digital mistake,2017,5,0.0
dimps,2015,5,0.0
dk productions,2016,1,0.0
dl softworks,2014,2,0.0
dl softworks,2015,2,0.0
dl softworks,2016,41,9.76
dl softworks,2017,33,0.0
"dm media,dark computer entertainment ltd.",2015,2,50.0
dmd 'ware,2016,2,0.0
dmd enterprise,2014,1,0.0
dnzy games,2016,1,0.0
dog hoggler,2017,2,50.0
domo studio,2016,2,0.0
dontnod eleven,2017,3,33.33
"dontnod entertainment,feral interactive (mac),feral interactive (linux)",2015,2,0.0
dontnod entertainment,2013,2,0.0
"dontnod entertainment,feral interactive (mac),feral interactive (linux)",2015,1,100.0
"dontnod entertainment,feral interactive (mac),feral interactive (linux)",2016,1,100.0
dot entertainment,2017,1,0.0
dp corp,2017,1,0.0
dq team,2014,1,0.0
dq team,2015,1,0.0
"dq team,hidden hallow studio",2015,1,0.0
"dq team,insomniacs",2016,1,0.0
dr studios,2014,1,100.0
dr studios,2017,2,50.0
drunken apes,2017,9,0.0
ds,2017,1,100.0
dsk green ice games,2015,1,100.0
dsk studios pvt. ltd,2015,1,0.0
dsk studios pvt. ltd,2016,3,0.0
dtf games,2005,1,0.0
dtp,2011,1,0.0
duck,2016,1,0.0
duel,2017,1,0.0
duneworld games inc.,2017,1,0.0
dv-t,2017,1,0.0
dvs,2007,1,0.0
dxf games,2016,3,0.0
dxf games,2017,1,0.0
dya games,2015,2,0.0
dya games,2016,1,0.0
dya games,2017,1,0.0
da picky monkey,2015,1,0.0
dafu studio,2017,1,0.0
daserge,2017,1,0.0
datigergame,2017,1,0.0
daedalic entertainment,2012,5,0.0
daedalic entertainment,2013,5,0.0
daedalic entertainment,2014,4,0.0
daedalic entertainment,2015,3,0.0
daedalic entertainment,2016,15,0.0
"daedalic entertainment,irresponsible games",2014,1,0.0
daedalic studio west,2017,2,0.0
dagestan technology,2015,3,0.0
dagestan technology,2016,1,0.0
dagestan technology,2017,1,0.0
dagger games,2008,1,0.0
dagger games,2010,1,0.0
daily magic productions,2017,7,0.0
daisessen,2017,1,0.0
daisy maze games,2016,2,0.0
dale north,2017,1,0.0
dalesi,2017,1,0.0
dalibor kamnjanac,2017,2,50.0
damaged,2014,1,100.0
dambuster studios,2016,9,0.0
dambuster studios,2017,1,0.0
damian,2016,1,0.0
"damian sommer,emily carroll",2013,1,0.0
damien sueur,2017,1,0.0
damp gnat,2017,1,0.0
"dan  walters,ceri williams",2014,1,0.0
"dan fitzgerald,trichotomy",2015,1,0.0
dan fornace,2016,3,0.0
dan fornace,2017,3,0.0
dan ruscoe,2015,1,0.0
dan walters,2014,1,0.0
dan_d,2016,1,0.0
dancing developers,2016,1,0.0
dancing dots,2012,1,0.0
dancing dragon games,2010,1,0.0
dancing dragon games,2014,1,0.0
dancing dragon games,2015,1,0.0
dancing dragon games,2016,3,0.0
dandylion,2017,1,0.0
dangerous derk interactive,2015,1,0.0
"daniel benmergui,jeremías babini,hernán rozenwasser",2017,1,0.0
daniel davies,2015,1,0.0
daniel fernandez chavez,2015,1,0.0
"daniel gallagher,nathan gallardo",2016,1,0.0
"daniel gili,joaquín godoy,emilio martinez,bruno carro",2017,1,0.0
daniel gill,2014,1,0.0
daniel griffin,2017,1,0.0
daniel jonathan bourke,2015,1,100.0
daniel jonathan bourke,2016,1,0.0
daniel kim,2016,1,0.0
daniel linssen,2014,1,0.0
"daniel linssen,detective,ditto,glitchnap,shark jump studios",2015,1,0.0
daniel mcfarline,2012,1,0.0
daniel mercier,2015,1,0.0
daniel mercier,2016,1,0.0
daniel meredith,2017,1,0.0
daniel mullins games,2016,1,0.0
"daniel mullins games,jonah senzel",2016,1,0.0
daniel ratcliffe,2016,1,0.0
daniel riley,2016,1,0.0
"daniel ritchie - squirreldome.com,philip staiger - thebest3d.com",2015,1,0.0
"daniel ritchie - squirreldome.com,philip staiger - thebest3d.com",2016,2,0.0
"daniel ritchie - squirreldome.com,philip staiger - thebest3d.com",2017,2,0.0
"daniel snd,thiago adamo",2016,2,0.0
"daniel snd,thiago adamo,bitten toast games inc.",2016,1,0.0
daniel spencer,2017,1,0.0
daniel spruce,2015,1,0.0
daniel wiitanen,2017,1,100.0
daniel wright,2016,1,0.0
danieldavisgames,2015,1,0.0
danieldavisgames,2016,1,0.0
"daniele giardini,isak j martinsson",2015,1,0.0
daniil hasanov,2016,2,0.0
daniil hasanov,2017,1,0.0
danil kapylov,2018,1,0.0
danilo valeite,2017,1,0.0
danyl oreshkyn,2017,1,0.0
dapper swine,2013,1,0.0
"dapper swine,sinnott soundworks",2015,1,0.0
darsvet,2017,1,0.0
darius bode,2014,1,0.0
darius bode,2015,1,0.0
darius bode,2016,1,0.0
darius bode,2017,1,0.0
"darius bode,barbara bode",2014,1,0.0
"darjeeling,nova production",2016,1,0.0
dark amber softworks,2015,1,0.0
dark artz entertainment,2012,1,100.0
dark castle software,2008,1,0.0
dark day interactive,2015,3,33.33
dark duo games,2017,1,0.0
dark energy digital ltd.,2011,1,0.0
dark fox,2005,1,0.0
dark gaia studios,2014,2,0.0
dark gaia studios,2015,2,50.0
dark gaia studios,2016,2,50.0
dark gaia studios,2017,1,0.0
dark nebulae,2017,1,0.0
"dark polygon ltda.,jalomot ltda.",2017,1,100.0
dark rift entertainment,2017,1,0.0
dark roast entertainment,2015,1,0.0
dark roast entertainment,2016,1,100.0
dark vale games,2013,5,0.0
dark vale games,2014,1,0.0
dark water studios ltd,2010,1,0.0
dark-spot studio,2015,2,0.0
darkarts studios,2005,2,50.0
darkarts studios,2016,1,0.0
darkdes labs,2017,2,0.0
darkelite,2014,2,50.0
darklight,2016,1,0.0
darkpolygon games,2017,2,0.0
darkshot studios,2017,2,0.0
darkstar games,2015,1,0.0
darksun studio,2017,1,0.0
darktigerdevelop,2017,1,0.0
darkcross games,2017,1,0.0
darkelite studio inc,2017,1,0.0
darkflux studios,2018,1,100.0
darklight games,2009,1,100.0
darkling room,2002,1,0.0
darkling room,2004,1,0.0
darkling room,2008,1,0.0
darkling room,2010,1,0.0
darkling room,2015,2,0.0
darkmatter games,2017,1,0.0
darkmire entertainment,2016,1,0.0
darkmon283,2017,1,0.0
darkraven,2014,2,0.0
darkworks,2005,1,0.0
"darkworks,spiral house",2013,1,0.0
darrel wijaya,2017,1,100.0
darren n lory,2017,1,0.0
dasewner games,2017,1,0.0
dashing strike,2017,1,0.0
data realms,2012,1,0.0
data realms,2016,1,0.0
data realms,2017,1,0.0
dataware,2017,1,0.0
"dataweb, inc.",2017,1,0.0
date nighto,2016,3,0.0
dave gumble,2017,1,100.0
david amador,2014,1,0.0
"david bohan,jacob alfaro,nyles avey,wesley king",2017,1,0.0
david capello,2016,1,0.0
david cross,2016,1,100.0
david erosa,2015,1,0.0
"david h schroeder,eric ferrot",2016,1,0.0
"david hensley,alex quick",2014,1,100.0
david j ozsvath,2017,1,0.0
david kilmer,2017,1,0.0
david ko,2017,1,0.0
david krinkel,2017,1,0.0
"david lawrence,nico thomas",2015,1,0.0
david mccue,2016,1,0.0
david mulder,2015,1,0.0
david mulder,2016,4,0.0
david mulder,2017,2,50.0
"david mulder,tristan hartz",2016,1,0.0
david newton,2015,2,50.0
"david nguyen,david chang",2017,2,0.0
david o'boyle,2015,1,0.0
david oreilly,2014,1,0.0
david oreilly,2017,2,0.0
david ogden,2017,1,0.0
david pierucci,2016,1,0.0
david ruland,2017,1,0.0
david s gallant,2012,1,0.0
david schneider,2017,1,0.0
david simpson,2017,1,0.0
david sof,2017,2,0.0
david stark,2015,1,0.0
david su,2017,2,0.0
david szymanski,2014,3,33.33
david szymanski,2015,4,0.0
david szymanski,2017,1,0.0
"david vogt,christoph winkler",2015,1,0.0
david wehle,2015,1,0.0
david wehle,2017,1,0.0
david williamson,2012,1,0.0
davide a. fiandra,2016,1,0.0
davioware and quazi,2015,1,0.0
davioware and quazi,2016,1,0.0
davit andreasyan,2017,1,0.0
dawei liu,2017,1,0.0
dawid bujak,2016,1,0.0
day 1 studios,2011,1,0.0
day dreamer games,2015,1,0.0
daybyday studio,2017,2,0.0
daybreak game  company,2014,1,100.0
daybreak game company,2011,2,100.0
daybreak game company,2012,2,100.0
daybreak game company,2014,6,100.0
daybreak game company,2015,5,60.0
daybreak game company,2016,6,16.67
daybreak game company,2017,5,0.0
daybreak games,2015,1,100.0
daydream software,2016,1,0.0
daylight studios,2015,2,0.0
daylight studios,2017,4,25.0
days of wonder,2011,1,100.0
days of wonder,2012,5,0.0
days of wonder,2013,2,0.0
days of wonder,2015,2,0.0
days of wonder,2016,3,0.0
days of wonder,2017,1,0.0
dazlogstudio,2017,1,0.0
dexp,2014,1,100.0
dexp,2015,1,0.0
dexp,2016,3,33.33
dexp,2017,3,0.0
dead drop studios llc,2017,10,0.0
dead mage,2011,1,0.0
dead mage,2012,1,0.0
dead mage,2015,2,0.0
dead shark triplepunch,2014,1,100.0
deadbraingaming,2017,1,0.0
deadbeat productions,2017,2,50.0
deadghost interactive,2014,1,0.0
deadline games,2009,2,0.0
deadly red cube,2014,1,0.0
"deadly silence games (alien jellyfish),nova dimension",2016,1,0.0
deadspot games,2017,1,0.0
dean ashford,2016,1,0.0
deanforge,2015,1,0.0
deathmofumofu,2017,2,50.0
deathink,2017,1,100.0
debonosuworks inc.,2015,1,0.0
debonosuworks inc.,2016,1,0.0
deca games ou,2016,2,50.0
decane,2015,1,0.0
decaying logic,2015,1,0.0
decent machine,2015,1,0.0
decent software llc,2017,1,0.0
deceptive games ltd.,2016,2,0.0
deceptive games ltd.,2017,4,0.0
decerion,2017,1,0.0
deck 13,2007,1,0.0
deck 13,2009,1,0.0
deck 13,2013,2,0.0
deck 13,2016,1,0.0
deck nine,2017,4,75.0
deck13,2005,1,0.0
deck13,2008,1,0.0
deck13,2009,1,0.0
deck13,2015,1,0.0
deck13,2017,4,25.0
deck13 hamburg,2014,1,0.0
deck13 hamburg,2016,1,0.0
deck13 hamburg,2017,1,0.0
deckbound,2017,1,100.0
